id,rank,rankUpDown,title,fullTitle,year,image,crew,imDbRating,imDbRatingCount
tt11126994,76,-10,Arcane,Arcane (2021),2021,"https://m.media-amazon.com/images/M/MV5BYmU5OWM5ZTAtNjUzOC00NmUyLTgyOWMtMjlkNjdlMDAzMzU1XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UX128_CR0,3,128,176_AL_.jpg","Hailee Steinfeld, Kevin Alejandro",9.2,161131
tt10234724,77,-47,Moon Knight,Moon Knight (2022),2022,"https://m.media-amazon.com/images/M/MV5BNGM2ZjJmZDQtNTI5MS00ZTI0LTkyNjktM2RlYWY0YTY5MTYzXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX128_CR0,3,128,176_AL_.jpg","Oscar Isaac, Ethan Hawke",,0
tt2085059,78,+8,Black Mirror,Black Mirror (2011),2011,"https://m.media-amazon.com/images/M/MV5BYTM3YWVhMDMtNjczMy00NGEyLWJhZDctYjNhMTRkNDE0ZTI1XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX128_CR0,3,128,176_AL_.jpg","Daniel Lapaine, Hannah John-Kamen",8.8,506852
tt15264192,79,-39,Murderville,Murderville (2022),2022,"https://m.media-amazon.com/images/M/MV5BNzQ4MWI2ZWMtYWIyNi00ZDcxLWEzMzUtOTUyNjY2NTBlYWIzXkEyXkFqcGdeQXVyMTM2Mzg4MA@@._V1_UX128_CR0,1,128,176_AL_.jpg","Will Arnett, Haneefah Wood",7.0,8631
tt8398600,80,-23,After Life,After Life (2019),2019,"https://m.media-amazon.com/images/M/MV5BZjdjOWIxMDgtYTgwNS00MjE4LTliZWYtZGI1NDhhZmIyYjM1XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX128_CR0,3,128,176_AL_.jpg","Ricky Gervais, Tom Basden",8.5,123159
tt0118401,81,+9,Midsomer Murders,Midsomer Murders (1997),1997,"https://m.media-amazon.com/images/M/MV5BMjA5MmM5NjEtYjY2Yy00MzVmLThkMTYtYzcxMGE5MGFjMDQ2XkEyXkFqcGdeQXVyNDQ3NDM5OQ@@._V1_UY176_CR8,0,128,176_AL_.jpg","John Nettles, Jane Wymark",7.9,30919
tt0436992,82,+5,Doctor Who,Doctor Who (2005),2005,"https://m.media-amazon.com/images/M/MV5BZWJhYjFmZDEtNTVlYy00NGExLWJhZWItNTAxODY5YTc3MDFmXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX128_CR0,1,128,176_AL_.jpg","Jodie Whittaker, Peter Capaldi",8.6,216150
tt11958610,83,+10,Trigger Point,Trigger Point (2022),2022,"https://m.media-amazon.com/images/M/MV5BZTBmZWVkNjctZDEyYS00YmUwLTk5OTgtNTdmNTk2MzgzNGYzXkEyXkFqcGdeQXVyOTMyODgwOTQ@._V1_UX128_CR0,3,128,176_AL_.jpg","Vicky McClure, Eric Shango",5.9,2642
tt11761194,84,-7,Power Book IV: Force,Power Book IV: Force (2022),2022,"https://m.media-amazon.com/images/M/MV5BZWFmZGY3YjktMWVmZS00ZmNiLTg3MmYtYmRmZDRhMzdhYjY4XkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_UX128_CR0,3,128,176_AL_.jpg","Joseph Sikora, Anthony Fleming",8.3,1864
tt6226232,85,+31,Young Sheldon,Young Sheldon (2017),2017,"https://m.media-amazon.com/images/M/MV5BZDg3MGNhYjItZGU2Yi00MzU4LWE4NGUtYjA2OTVjNGUyMjE4XkEyXkFqcGdeQXVyNjg4NzAyOTA@._V1_UX128_CR0,3,128,176_AL_.jpg","Iain Armitage, Zoe Perry",7.6,51356
tt3230854,86,-11,The Expanse,The Expanse (2015),2015,"https://m.media-amazon.com/images/M/MV5BZDVmMDljM2QtZDkzZC00ZDg2LWFiMGItZjNiNjliZjg2MGEzXkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_UX128_CR0,3,128,176_AL_.jpg","Steven Strait, Dominique Tipper",8.6,143169
tt14500082,87,-32,How I Met Your Father,How I Met Your Father (2022),2022,"https://m.media-amazon.com/images/M/MV5BYTg2Yzk2NGItM2NhZS00YjBhLThiYWUtYmY1ZTUzMTY2YTVjXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_UX128_CR0,3,128,176_AL_.jpg","Hilary Duff, Christopher Lowell",5.2,8324
tt0121955,88,-16,South Park,South Park (1997),1997,"https://m.media-amazon.com/images/M/MV5BOGE2YWUzMDItNTg2Ny00NTUzLTlmZGYtNWMyNzVjMjQ3MThkXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX128_CR0,3,128,176_AL_.jpg","Trey Parker, Matt Stone",8.8,355393
tt11871764,89,+771,The Proud Family: Louder and Prouder,The Proud Family: Louder and Prouder (2022),2022,"https://m.media-amazon.com/images/M/MV5BMDYzZmE0MDUtODkzMi00Zjg4LWE1MDYtNmI4MjU3OGFkYzBhXkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_UX128_CR0,3,128,176_AL_.jpg","Kyla Pratt, Tommy Davidson",6.0,463
tt1888075,90,+8,Death in Paradise,Death in Paradise (2011),2011,"https://m.media-amazon.com/images/M/MV5BNWM3MDVjODktYzM2Mi00Yjg1LThiODktMzVkMDQ4N2ViZWFiXkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_UX128_CR0,1,128,176_AL_.jpg","Elizabeth Bourgine, Don Warrington",7.9,19281
tt0773262,91,-11,Dexter,Dexter (2006),2006,"https://m.media-amazon.com/images/M/MV5BZjkzMmU5MjMtODllZS00OTA5LTk2ZTEtNjdhYjZhMDA5ZTRhXkEyXkFqcGdeQXVyOTA3MTMyOTk@._V1_UY176_CR0,0,128,176_AL_.jpg","Michael C. Hall, Jennifer Carpenter",8.7,707170
tt1442437,92,+15,Modern Family,Modern Family (2009),2009,"https://m.media-amazon.com/images/M/MV5BNzRhNWIxYTEtYjc2NS00YWFlLWFhOGEtMDZiMWM1M2RkNDkyXkEyXkFqcGdeQXVyNjc0MjkzNjc@._V1_UX128_CR0,3,128,176_AL_.jpg","Ed O'Neill, Sofía Vergara",8.5,403418
tt8681148,93,-42,This Is Going to Hurt,This Is Going to Hurt (2022),2022,"https://m.media-amazon.com/images/M/MV5BN2NmYTM1NzktNWFhYi00NDcxLWI4MDYtZDBjZDUwMmYwM2IzXkEyXkFqcGdeQXVyOTMyODgwOTQ@._V1_UX128_CR0,3,128,176_AL_.jpg","Ben Whishaw, Michele Austin",8.5,3974
tt2861424,94,-5,Rick and Morty,Rick and Morty (2013),2013,"https://m.media-amazon.com/images/M/MV5BZjRjOTFkOTktZWUzMi00YzMyLThkMmYtMjEwNmQyNzliYTNmXkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_UX128_CR0,3,128,176_AL_.jpg","Justin Roiland, Chris Parnell",9.2,463562
tt11704040,95,+11,Love Is Blind,Love Is Blind (2020),2020,"https://m.media-amazon.com/images/M/MV5BZGI2MTFiYjUtMjFhMS00ODY5LWJlNGEtZWIyNzNmNWU1NjU2XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX128_CR0,3,128,176_AL_.jpg","Nick Lachey, Vanessa Lachey",6.1,6742
tt7661046,96,-63,Dollface,Dollface (2019),2019,"https://m.media-amazon.com/images/M/MV5BMWM3ZmQ0MmYtZGJhYy00YTZkLWE4ZTctMDRjZGNlYTBmM2QwXkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_UX128_CR0,3,128,176_AL_.jpg","Kat Dennings, Brenda Song",7.5,7896
tt8740790,97,-23,Bridgerton,Bridgerton (2020),2020,"https://m.media-amazon.com/images/M/MV5BYTU1Yjc0NmQtOWVkMy00MWI2LWE3ZDktYmM3ZjQyZWNlNzY5XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX128_CR0,3,128,176_AL_.jpg","Phoebe Dynevor, Regé-Jean Page",7.3,99114
tt7462410,98,-14,The Wheel of Time,The Wheel of Time (2021),2021,"https://m.media-amazon.com/images/M/MV5BYzA2Nzk5M2EtNWY4Yi00ZDY4LThkZTgtYjhhNWEyMGY0MjFjXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX128_CR0,3,128,176_AL_.jpg","Rosamund Pike, Daniel Henney",7.2,89271
tt1844624,99,+1,American Horror Story,American Horror Story (2011),2011,"https://m.media-amazon.com/images/M/MV5BMWFhOGI5ZmQtNjA1My00NWExLTg1MDktYThkYWI3ZTc4ZDYzXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX128_CR0,3,128,176_AL_.jpg","Lady Gaga, Kathy Bates",8.1,305291
tt1586680,100,+2,Shameless,Shameless (2011),2011,"https://m.media-amazon.com/images/M/MV5BZDgxNjQ2MjMtMjk2Yi00M2Q2LWI0ZDktOGM1NWI5YWUzMjk4XkEyXkFqcGdeQXVyOTA3MTMyOTk@._V1_UX128_CR0,3,128,176_AL_.jpg","Emmy Rossum, William H. Macy",8.6,226812
